SAT,TOTHRS,COLGPA,ATHLETE,VERBMATH,HSIZE,HSRANK,HSPERC,FEMALE,BLACK,WHITE
880,45,2.35,0,1.04651,1.22,53,43.44262,1,0,1
990,15,2.66,0,1.02041,1.08,30,27.77778,1,0,1
1010,114,3.55,0,0.90566,0.74,1,1.351351,1,0,1
1080,46,3.67,0,0.89474,1.22,13,10.65574,0,0,1
1090,46,3.23,0,0.84746,1.22,37,30.32787,1,0,1
840,15,3,0,0.86667,1.08,48,44.44444,0,0,1
1160,49,2,0,0.8125,1.22,38,31.14754,0,0,1
960,14,2.85,0,1.28571,1.08,32,29.62963,1,0,1
1090,52,2.55,0,0.75806,1.22,24,19.67213,0,0,0
900,80,2.75,0,0.69811,0.43,5,11.62791,1,0,1
960,79,2.36,0,0.84615,0.43,10,23.25581,1,0,1
950,115,2.41,0,1.15909,0.52,19,36.53846,1,0,1
1010,65,1.89,0,0.90566,0.54,43,79.62963,0,0,1
910,79,2.69,0,1.02222,0.43,6,13.95349,0,0,1
730,101,2.42,0,1.08571,0.37,17,45.94595,0,0,1
1180,17,3.82,0,0.84375,2.75,8,2.909091,0,0,1
930,15,2.26,0,1.06667,2.95,50,16.94915,0,0,1
1210,53,3.49,0,0.80597,2.39,1,0.41841,0,0,1
1320,24,1.41,0,0.88571,2.31,63,27.27273,0,0,1
950,117,2.68,0,0.86275,2.33,14,6.008584,1,0,1
1040,81,2.02,0,0.89091,2.33,27,11.58798,0,0,1
1080,117,2.87,0,0.77049,2.33,23,9.871244,0,0,1
1270,111,3.28,0,1.11667,2.33,2,0.8583691,1,0,1
910,113,2.02,0,0.82,0.82,4,4.878049,0,1,0
1350,49,3.69,0,1.10938,0.84,1,1.190476,0,0,1
800,46,2.19,0,0.95122,0.84,2,2.380952,1,1,0
1110,17,3.17,0,0.88136,0.74,1,1.351351,0,0,1
1080,17,3.82,0,0.71429,0.74,2,2.702703,1,0,1
1230,12,3,0,0.86364,0.74,6,8.108109,0,0,1
1000,42,1.88,0,0.72414,0.62,4,6.451613,0,0,1
1000,118,2.6,0,0.92308,0.53,12,22.64151,0,0,1
1120,17,3.23,0,0.72308,1.8,8,4.444445,0,0,1
1080,19,3.15,0,0.83051,1.8,22,12.22222,0,0,1
890,98,1.93,0,0.67925,1.83,23,12.56831,0,0,1
830,13,2.38,0,0.80435,1.7,121,71.17647,1,0,1
940,122,2.69,0,0.91837,1.83,2,1.092896,1,0,1
870,52,1.57,0,0.70588,1.6,16,10,0,1,0
790,13,1.69,0,0.83721,1.7,31,18.23529,1,0,1
920,15,1.6,0,1.09091,1.8,46,25.55556,0,0,1
1190,46,3,0,0.72464,1.6,3,1.875,0,0,1
910,18,2.72,0,0.68519,1.8,37,20.55556,0,0,1
1070,50,1.96,0,0.98148,1.6,38,23.75,1,0,1
860,14,2.57,0,1.09756,1.85,29,15.67568,0,0,1
880,18,2.83,0,1.04651,1.6,27,16.875,0,0,1
990,96,1.81,0,0.83333,1.83,16,8.74317,0,0,1
1010,50,2.34,0,0.80357,1.57,25,15.92357,0,0,1
980,73,2.34,0,1,1.55,8,5.16129,1,0,1
930,97,2,0,1.16279,1.55,29,18.70968,1,0,1
1060,48,2.95,0,0.7377,1.57,7,4.458599,1,0,1
1340,116,3.83,0,0.83562,1.55,1,0.6451613,0,0,1
860,18,3.05,0,0.68627,1.56,54,34.61538,0,0,1
940,72,2.7,0,1,1.55,9,5.806452,1,0,1
1120,78,2.84,0,0.83607,1.55,37,23.87097,0,0,1
1140,17,3.94,0,1,1.56,1,0.6410257,1,0,1
940,68,2.11,0,0.84314,1.55,18,11.6129,0,0,1
930,72,2.25,0,0.97872,1.4,39,27.85714,1,0,1
890,92,2.72,0,0.67925,1.68,21,12.5,0,0,1
1150,59,3.27,0,1.01754,1.62,45,27.77778,0,0,1
1000,18,2.16,0,1,1.56,29,18.58974,0,0,1
1040,49,2.89,0,0.89091,1.65,8,4.848485,0,0,1
700,68,2.36,0,0.70732,1.55,70,45.16129,0,1,0
920,18,2.66,0,0.7037,6.98,75,10.74499,1,0,1
1040,93,2.45,0,0.89091,1.55,12,7.741935,1,0,1
1040,15,2.93,0,0.67742,1.56,16,10.25641,0,0,1
1000,12,2.75,0,0.81818,2.84,35,12.32394,0,0,1
920,14,2.78,0,1,2.63,107,40.68441,1,0,1
870,17,2.23,0,0.85106,2.34,45,19.23077,1,0,1
980,13,3.07,0,1.13043,2.73,40,14.65201,0,0,1
1090,12,2.5,0,0.87931,2.34,33,14.10256,0,0,1
1140,46,2.15,0,0.78125,2.87,39,13.58885,0,0,1
1050,45,1.95,0,0.72131,2.57,95,36.96498,0,0,1
810,51,2.31,0,0.8,2.57,76,29.57199,1,0,1
1050,47,3.1,0,1.01923,2.57,30,11.67315,1,0,1
890,16,1.43,0,0.93478,2.34,88,37.60684,0,0,1
850,48,2.83,0,0.97674,2.57,46,17.89883,1,0,1
1100,17,3.64,0,0.80328,2.34,30,12.82051,0,0,1
980,111,2.58,0,0.88462,2.57,31,12.06226,0,0,1
920,16,1.87,0,0.80392,2.34,46,19.65812,0,0,1
970,38,2.26,0,0.83019,2.57,45,17.50973,0,0,1
890,48,2.66,0,0.7451,2.57,36,14.00778,1,0,1
1020,16,4,0,0.88889,2.34,1,0.4273504,1,0,1
830,20,2.5,0,0.97619,2.57,122,47.47082,1,0,1
1020,14,0.64,0,0.92453,2.34,46,19.65812,0,0,1
1070,14,3.14,0,0.84483,2.34,36,15.38461,0,0,1
920,16,2.31,0,0.76923,2.34,44,18.80342,1,0,1
1030,17,1.64,0,1.14583,2.34,15,6.410256,1,0,1
880,125,3.37,0,0.91304,2.57,4,1.55642,0,0,1
1020,18,3.44,0,0.85455,2.34,7,2.991453,1,0,1
1130,17,0.94,0,0.98246,2.34,13,5.555555,0,0,1
970,17,2.29,0,0.97959,2.34,24,10.25641,1,0,1
1320,14,3.85,0,0.85915,2.34,3,1.282051,0,0,1
780,73,3.47,0,0.81395,2.57,6,2.33463,0,0,1
1130,14,0,0,1.01786,2.34,88,37.60684,0,0,1
820,19,2.31,0,1.05,2.34,148,63.24786,0,0,1
1190,99,2.74,0,1.01695,2.57,11,4.280156,0,0,1
800,111,2.61,0,1.66667,2.57,42,16.34241,1,0,1
850,87,2.79,0,0.77083,2.22,22,9.90991,1,0,1
990,84,3.72,0,0.83333,2.22,11,4.954955,1,0,1
940,84,2.6,0,0.95833,2.22,33,14.86487,1,0,1
1170,43,3.48,0,1.05263,2.57,6,2.33463,1,0,1
960,81,2.49,0,1.04255,2.22,36,16.21622,0,0,1
760,12,2.25,0,0.76744,2.34,36,15.38461,1,0,1
1140,118,2.78,0,1.15094,2.57,5,1.945525,0,0,1
1140,75,3.12,0,1.07273,2.22,20,9.009009,0,0,1
880,18,1.94,0,0.76,2.34,21,8.974359,1,0,1
860,127,1.79,0,1.45714,2.57,66,25.68093,1,0,1
1020,18,2.16,0,1.08163,2.34,26,11.11111,0,0,1
1150,75,2.2,0,0.91667,2.22,18,8.108109,0,0,1
1100,56,2.78,0,0.77419,2.57,35,13.61868,1,0,1
1050,53,3,0,0.75,2.57,24,9.338521,0,0,1
1190,94,2.41,0,0.85938,2.41,7,2.904564,0,0,1
960,86,2.34,0,1.28571,2.09,54,25.83732,1,0,1
1140,18,1.5,0,1.03571,2.34,25,10.68376,1,0,1
1070,17,2.76,0,0.7541,2.34,30,12.82051,0,0,1
980,93,2.26,0,1.08511,2.09,18,8.61244,0,0,1
1060,15,0.93,0,1.03846,2.34,64,27.35043,1,0,1
870,123,2.01,0,1.12195,2.28,26,11.40351,1,0,1
990,17,2.88,0,0.90385,2.34,11,4.700855,1,0,1
1000,17,3.05,0,0.96078,2.34,41,17.52137,0,0,1
1140,17,1.58,0,0.9,2.34,44,18.80342,0,0,1
1150,18,1.88,0,0.94915,2.34,35,14.95726,0,0,1
1090,14,2.42,0,1.22449,2.34,25,10.68376,1,0,1
1200,79,2.63,0,1.06897,2.09,4,1.913876,1,0,1
1350,97,3.29,0,0.84932,2.41,4,1.659751,0,0,1
960,13,1.69,0,1.13333,2.34,47,20.08547,1,0,1
1020,113,3.47,0,0.72881,2.41,3,1.244813,0,0,1
1010,15,3.13,0,1.06122,2.34,16,6.837607,1,0,1
1030,16,3.31,0,1.10204,2.34,23,9.82906,0,0,1
960,88,2.09,0,1,2.09,26,12.44019,0,0,1
1160,83,2.72,0,0.87097,2.09,14,6.698565,0,0,1
940,91,2.5,0,0.80769,2.41,16,6.639004,0,0,1
820,61,3.11,0,0.90698,2,37,18.5,1,0,1
1000,16,3.12,0,0.88679,2.34,34,14.52991,1,0,1
1350,17,3.23,0,0.92857,2.34,31,13.24786,0,0,1
990,14,2.21,0,0.73684,2.34,20,8.547009,1,0,1
1030,17,2.41,0,0.77586,2.34,29,12.39316,0,0,1
890,49,2.53,0,0.81633,2,89,44.5,0,0,1
950,18,2.55,0,0.86275,2.04,30,14.70588,1,0,1
1150,12,2.08,0,0.79688,2.34,50,21.36752,0,0,1
1020,57,2.75,0,0.85455,2,4,2,0,0,1
970,102,2.26,0,0.76364,2.41,13,5.394191,1,0,1
940,13,2.07,0,0.74074,2.34,80,34.18803,0,0,1
1070,87,2.6,1,0.84483,1.27,25,19.68504,0,0,1
1090,54,3.16,0,0.67692,1.37,6,4.379562,1,0,1
1260,49,4,0,0.82609,1.37,4,2.919708,0,0,1
940,112,2.91,0,1.08889,1.21,66,54.54546,0,0,1
1080,57,2.24,0,0.96364,1.37,17,12.40876,0,0,1
1260,18,4,0,1,1.27,19,14.96063,0,0,1
1040,19,3.42,0,1.03922,1.28,5,3.90625,1,0,1
1120,48,2.54,0,0.83607,1.37,10,7.29927,0,0,1
880,18,2.11,0,0.54386,1.28,69,53.90625,0,0,1
1130,76,3.96,0,0.85246,1.27,1,0.7874016,0,0,1
1040,47,2.78,0,0.89091,1.37,18,13.13869,0,0,1
930,53,3.52,0,0.57627,1.37,7,5.109489,1,0,1
800,19,1.84,0,0.86047,0.86,6,6.976744,0,1,0
690,115,2.57,1,0.60465,0.79,12,15.18987,0,1,0
800,16,2.18,0,1,1.34,5,3.731343,1,1,0
990,101,2.67,0,0.90385,1.22,1,0.8196721,1,1,0
1200,16,2.5,0,1.0339,0.46,3,6.521739,0,0,1
790,44,2,0,0.68085,0.41,15,36.58537,0,0,1
1210,51,2.64,0,0.98361,0.41,1,2.439024,0,0,1
1060,92,1.86,0,1.12,0.45,23,51.11111,1,0,1
1130,17,1.82,0,0.94828,0.46,8,17.3913,0,0,1
1030,104,2.84,0,1.01961,0.23,9,39.13044,1,0,1
810,43,2.34,0,0.97561,0.26,5,19.23077,1,0,1
830,19,2.31,0,0.93023,0.35,20,57.14286,0,0,1
900,73,2.5,0,1.04545,0.2,4,20,1,0,1
970,115,2.13,0,0.94,0.23,8,34.78261,0,0,1
1020,120,3.46,0,0.78947,0.22,3,13.63636,1,0,1
1090,41,2.29,0,1.0566,0.26,4,15.38461,0,0,1
1020,112,3.23,0,0.85455,3.73,56,15.0134,0,0,1
1070,101,2.53,0,0.87719,3.73,83,22.25201,0,0,1
980,15,3,0,0.68966,4.15,130,31.3253,0,0,1
1090,92,2.22,0,0.84746,3.73,73,19.57104,1,0,1
790,14,0.85,0,0.71739,4.15,156,37.59036,0,0,1
1200,108,2.89,0,0.76471,3.73,34,9.115281,0,0,1
1230,14,3.71,0,0.89231,4.15,9,2.168675,0,0,1
1220,13,3.53,0,0.87692,4.2,4,0.952381,1,0,1
1390,98,3.5,0,0.95775,3.73,5,1.340483,0,0,1
1030,11,1.27,0,1.14583,4.15,211,50.84337,0,0,1
970,116,2.93,0,0.7963,3.73,26,6.97051,0,0,1
1300,17,4,0,0.91176,4.15,2,0.4819277,0,0,1
910,20,2.2,0,1.21951,4.15,246,59.27711,0,0,1
860,48,2.5,0,0.91111,3.9,37,9.48718,1,0,1
1220,46,2.95,0,0.84848,3.9,27,6.923077,0,0,1
1140,117,3,0,0.78125,3.73,62,16.62198,1,0,1
1050,40,1.87,0,1.01923,3.9,67,17.17949,0,0,1
1170,39,2.33,0,0.77273,3.9,40,10.25641,0,0,1
1060,73,1.91,0,0.82759,3.73,124,33.24397,0,0,1
910,47,3.02,0,0.56897,3.9,62,15.89744,1,0,1
1000,92,3.09,0,0.85185,4.15,37,8.915663,0,0,1
980,72,2.09,0,1,4.15,166,40,0,0,1
1080,12,2.25,0,0.83051,4.15,79,19.03614,0,0,1
850,102,2.26,0,0.97674,3.73,64,17.15818,0,1,0
990,78,1.88,0,0.67797,4.15,66,15.90361,0,1,0
1140,28,3.03,0,0.72727,3.9,21,5.384615,1,0,1
1310,45,3.11,0,0.74667,3.9,18,4.615385,1,0,1
840,17,2.47,0,0.68,4.15,74,17.83133,0,0,1
1320,17,2.94,0,1,4.15,8,1.927711,0,0,1
1030,43,1.69,0,0.63492,3.9,245,62.82051,0,0,1
990,16,2.81,0,1.25,4.15,77,18.55422,0,0,1
980,122,2.35,0,0.81481,3.73,71,19.03485,0,0,1
1010,16,2,0,0.80357,4.15,32,7.710844,0,0,1
1050,10,3.3,0,0.98113,4.15,106,25.54217,1,0,1
1050,41,2.24,0,0.94444,3.9,90,23.07692,0,0,1
1120,53,2.56,0,0.72308,3.9,78,20,0,0,1
810,47,2.25,0,0.58824,3.9,70,17.94872,1,0,1
1010,52,2.59,0,0.74138,3.9,49,12.5641,0,0,1
910,47,2.4,0,0.97826,3.65,67,18.35616,0,0,1
810,114,2.53,0,0.84091,4.01,57,14.21446,1,0,1
1360,74,3.02,0,0.94286,4.29,4,0.9324009,0,0,1
1010,18,3.16,0,0.83636,4.16,4,0.9615384,1,0,1
1070,88,2.01,0,0.81356,4.01,75,18.70324,0,0,1
1090,14,3.85,0,1.0566,4.16,1,0.2403846,0,0,1
1190,46,2.06,0,0.75,3.65,9,2.465753,0,0,1
1180,41,3.56,1,0.71014,3.65,3,0.8219178,1,0,1
1200,84,3.08,0,0.875,4.29,10,2.331002,1,0,1
1100,16,3.31,0,0.92982,4.16,10,2.403846,1,0,1
1010,16,2,0,0.77193,4.16,63,15.14423,1,0,1
1100,46,2.56,0,0.89655,3.65,37,10.13699,0,0,1
890,80,2.41,0,0.7451,0.6,5,8.333333,1,0,1
820,70,1.98,0,0.86364,0.57,3,5.263158,1,1,0
750,30,1.7,0,0.74419,0.54,5,9.259259,0,1,0
970,34,2.14,0,0.86538,0.26,18,69.23077,0,0,1
820,17,2.52,0,0.78261,0.32,3,9.375,1,0,1
1050,42,2.28,0,0.94444,0.31,8,25.80645,0,0,1
930,11,1.09,0,0.60345,0.77,15,19.48052,0,0,1
990,47,2.55,0,1.10638,0.87,18,20.68966,0,1,0
1050,51,2.98,0,0.875,0.34,4,11.76471,1,0,1
950,110,2.22,0,1.06522,0.35,16,45.71429,0,0,1
850,112,3.12,0,0.88889,0.35,8,22.85714,0,0,1
1080,47,3.38,0,0.77049,0.34,5,14.70588,0,0,1
970,16,4,0,0.86538,0.29,3,10.34483,1,0,1
910,81,2.91,0,0.82,0.36,2,5.555555,1,0,1
900,16,0.68,0,1,0.29,21,72.4138,0,0,1
870,68,2.39,0,0.67308,0.36,18,50,0,0,1
820,90,3.03,0,0.64,0.35,9,25.71428,0,0,1
940,81,2.38,0,0.80769,0.36,9,25,1,0,1
720,75,2.05,0,0.94595,1.35,21,15.55556,0,0,1
1180,66,3.33,0,1.07018,0.44,1,2.272727,1,0,1
1060,79,2.18,0,0.70968,0.34,10,29.41176,0,0,1
840,54,2.88,0,0.82609,0.29,2,6.896552,1,0,1
1150,42,3.83,0,0.85484,1.45,3,2.068965,0,0,1
990,55,1.81,0,1.02041,1.18,28,23.72881,0,0,1
1130,42,2.16,0,0.88333,1.45,8,5.517241,1,0,1
1130,80,2.91,0,1.05455,1.18,6,5.084746,0,1,0
1120,52,2.15,0,0.75,1.45,20,13.7931,0,0,1
770,16,1.18,0,0.75,1.43,12,8.391608,0,0,1
960,46,2.6,0,0.92,1.45,13,8.965517,1,0,1
1230,18,3.38,0,0.83582,1.43,3,2.097902,0,0,1
680,49,3.75,0,1.06061,0.25,2,8,1,0,1
1080,60,2.93,0,0.92857,0.15,2,13.33333,0,0,1
1050,51,4,0,1.28261,0.25,1,4,1,0,1
780,59,2.1,0,0.90244,0.15,6,40,0,0,1
800,108,2.36,0,0.73913,0.21,5,23.80952,1,0,1
910,112,3.06,0,1.06818,0.21,1,4.761905,1,0,1
1070,94,1.93,0,0.87719,1.91,33,17.27749,0,0,1
920,32,1.9,0,0.76923,2.54,84,33.07087,0,0,1
890,17,0.94,0,0.97778,2.24,140,62.5,1,0,1
820,42,2.11,0,1.10256,2.54,40,15.74803,1,1,0
960,114,3.24,0,0.84615,1.91,20,10.4712,1,1,0
930,47,1.63,0,0.78846,2.54,89,35.03937,0,0,1
1120,18,2.22,0,0.83607,2.11,66,31.27962,1,0,1
770,16,2.31,0,1.26471,2.79,48,17.2043,1,0,1
960,119,3.52,0,0.92,1.91,7,3.664922,1,0,1
910,105,3.69,0,0.71698,1.91,36,18.84817,0,0,1
950,120,1.97,0,1.31707,1.91,40,20.94241,1,1,0
1050,46,3.5,0,0.875,2.54,33,12.99213,0,0,1
880,46,1.93,0,0.76,2.54,127,50,0,0,1
970,16,2.18,0,1.02083,2.11,40,18.95735,1,0,1
850,48,1.85,0,0.97674,2.54,99,38.97638,0,0,1
810,78,2.87,0,0.88372,1.93,12,6.217617,1,0,1
930,73,2.42,0,0.89796,1.72,10,5.813953,1,0,1
900,79,2.5,0,1.25,2.53,36,14.22925,1,0,1
1320,15,2.06,0,0.83333,2.87,26,9.059234,0,0,1
1090,80,3.16,0,0.94643,2.53,7,2.766798,1,0,1
970,18,2.05,0,0.83019,2.11,23,10.90047,1,0,1
630,114,2.27,1,0.8,2.46,160,65.04065,0,0,1
1080,132,2.65,0,0.74194,1.91,26,13.61257,1,1,0
1180,49,3.02,0,0.87302,2.54,11,4.330709,1,0,1
1130,16,3.06,0,0.76563,2.11,12,5.687204,0,0,1
850,82,2.71,0,1.17949,2.53,46,18.18182,1,0,1
1050,114,2.67,0,0.84211,1.91,28,14.65969,0,0,1
1010,41,1.9,0,0.80357,2.54,36,14.17323,0,0,1
970,114,3.5,0,0.76364,1.91,39,20.41885,0,0,1
1060,122,3.05,0,1.03846,1.91,22,11.51832,1,0,1
880,10,2,0,0.91304,2.11,85,40.28436,0,0,1
1020,77,3.29,0,0.78947,2.53,10,3.952569,1,0,1
1000,16,2.43,0,1.12766,2.11,34,16.11374,1,0,1
1050,30,2,0,0.875,2.54,96,37.79528,0,0,1
1120,75,2.69,0,0.69697,2.53,13,5.13834,0,0,1
710,12,2,0,1.44828,2.87,144,50.17422,0,1,0
1060,77,2.64,0,1.16327,2.53,27,10.67194,1,0,1
1000,40,2.65,0,1.12766,2.87,53,18.4669,1,0,1
1200,128,2.18,0,0.76471,1.91,15,7.853403,0,0,1
950,22,2.86,0,0.72727,2.11,6,2.843602,1,0,1
1060,14,1.64,0,1.03846,2.11,39,18.48341,0,0,1
1050,76,2.6,0,0.72131,2.53,16,6.324111,1,1,0
840,12,2.25,0,0.95349,2.79,68,24.37276,0,0,1
1100,41,2.85,0,0.89655,2.54,8,3.149606,0,0,1
890,51,2.41,0,0.93478,2.53,48,18.97233,0,0,1
1070,16,3.43,0,0.87719,2.11,7,3.317536,0,0,1
1100,72,3.16,0,0.89655,2.53,3,1.185771,0,0,1
980,45,3.6,0,0.96,2.54,9,3.543307,1,0,1
930,42,2.04,0,0.82353,2.54,38,14.96063,0,0,1
1060,75,2.56,0,0.92727,2.53,40,15.81028,1,0,0
990,97,1.71,0,1.15217,1.91,82,42.93194,0,0,1
1130,12,3.75,0,1.01786,2.11,30,14.21801,1,0,1
840,17,1.82,0,0.78723,2.54,16,6.299212,1,0,1
880,44,1.9,0,1.04651,2.54,56,22.04725,0,0,1
1050,82,2.37,0,0.84211,2.53,57,22.52964,1,0,1
1100,13,1.23,0,0.80328,2.11,58,27.48815,0,0,1
920,112,2.56,0,1.04444,1.91,84,43.97906,0,0,1
880,121,3.31,0,0.76,1.91,30,15.70681,1,0,1
1080,50,3.82,0,0.86207,2.54,4,1.574803,0,0,0
1030,47,2.97,0,1.10204,2.54,14,5.511811,0,0,1
1120,88,1.88,0,0.72308,2.53,20,7.905138,0,0,1
860,18,1.33,0,0.72,2.11,83,39.33649,0,0,1
1000,17,2.7,0,0.75439,2.11,12,5.687204,0,0,0
1150,48,3.52,0,0.88525,2.46,7,2.845528,1,0,1
1060,112,2.03,0,0.79661,2.34,90,38.46154,0,0,1
1020,119,3.09,0,0.88889,2.92,2,0.6849315,1,0,1
990,103,3.13,0,0.94118,2.34,23,9.82906,0,0,1
1140,77,3.15,0,0.9,2.56,24,9.375,0,0,1
950,17,2.35,0,1.02128,2.58,15,5.813953,1,0,1
1170,57,2.8,0,1.34,2.56,20,7.8125,0,0,1
1290,69,3.24,0,0.72,2.56,2,0.78125,0,0,1
1210,45,2.88,0,0.72857,2.46,23,9.349593,1,0,1
1100,77,2.62,0,1.03704,2.56,52,20.3125,0,0,1
1010,42,2.35,0,0.83636,2.46,46,18.69919,0,0,1
1400,50,3.74,0,0.91781,2.46,1,0.4065041,0,0,1
940,61,2.29,1,0.64912,2.56,58,22.65625,0,0,1
980,68,1.83,0,0.7193,2.56,36,14.0625,0,1,0
1060,83,3.38,0,0.79661,2.56,11,4.296875,1,0,1
1020,49,2.02,0,0.88889,2.56,26,10.15625,0,0,1
1000,119,2.96,0,0.88679,2.34,18,7.692307,1,0,1
1070,41,2.8,0,0.81356,2.46,6,2.439024,0,0,1
1270,91,3.93,0,0.98438,2.56,1,0.390625,0,0,1
1270,83,1.87,0,0.81429,2.51,31,12.3506,0,0,1
1030,115,2.23,0,0.9434,2.34,29,12.39316,1,0,1
1000,14,1,0,0.88679,2.46,70,28.45528,0,0,1
1020,78,2.06,0,0.85455,2.51,41,16.33466,0,0,1
1090,51,3.47,0,0.84746,2.46,19,7.723577,0,0,1
960,14,2.78,0,0.92,2.46,15,6.097561,1,0,1
1020,102,2.67,0,1.04,5.18,45,8.687259,1,0,0
1220,79,2.96,0,1,5.22,52,9.961686,0,0,1
1060,16,3.31,0,0.79661,4.89,74,15.13292,1,0,1
1070,16,1.62,0,0.94545,4.89,39,7.97546,1,0,1
920,45,2.04,0,1,5.84,332,56.84932,0,0,1
860,93,2.19,0,0.86957,5.18,83,16.02317,1,0,1
1020,108,3.27,0,0.96154,5.18,17,3.281853,0,0,1
1140,45,2.86,0,1,5.56,36,6.47482,0,0,1
1070,12,2,0,0.81356,4.89,384,78.52761,1,0,1
1140,50,3.66,0,0.83871,5.56,10,1.798561,1,0,1
1190,18,2.44,0,1.125,4.89,140,28.62986,1,0,1
1050,16,2.18,0,1.01923,4.89,117,23.92638,1,0,1
930,47,2.4,0,0.9375,4.77,163,34.17191,0,0,1
1070,78,1.88,0,0.87719,5.22,99,18.96552,0,0,1
1340,49,2.95,0,1,4.77,26,5.450734,0,0,1
950,78,2.38,0,0.69643,5.22,49,9.386973,1,0,1
1040,37,2.94,0,0.73333,4.77,40,8.385744,0,0,1
890,15,2.53,0,0.78,4.89,113,23.10839,1,0,1
1080,71,2.14,0,0.77049,5.22,45,8.620689,0,1,0
900,102,2.79,0,1.19512,5.18,22,4.247104,1,0,1
880,18,2.55,0,1.14634,4.89,75,15.33742,1,0,1
1030,120,2.76,0,0.90741,5.18,60,11.58301,1,0,1
1270,93,3.38,0,0.92424,5.18,35,6.756757,0,0,1
780,17,2,0,0.625,5.91,128,21.65821,0,0,0
1060,123,2.11,0,0.89286,5.18,174,33.59073,0,0,1
850,18,1.05,0,0.88889,5.18,289,55.7915,0,0,1
930,48,1.72,0,0.86,4.77,169,35.42977,0,0,1
1180,43,2.53,0,0.84375,4.77,17,3.563941,0,0,1
880,13,2.07,0,1.14634,4.89,67,13.70143,0,0,1
960,15,3.06,0,0.92,4.89,99,20.2454,0,0,1
1010,106,2.62,0,0.98039,5.18,24,4.633204,1,0,1
1370,83,3.37,0,0.85135,5.22,2,0.3831418,0,0,1
1300,80,3.67,0,0.75676,5.22,11,2.10728,0,0,1
950,110,2.87,0,1.375,5.18,53,10.23166,1,0,1
940,112,2.73,0,0.95833,5.18,103,19.88417,0,0,1
980,14,2.71,0,1.08511,4.89,89,18.20041,0,0,1
1180,17,2.17,0,0.90323,4.89,101,20.6544,0,0,1
980,79,3.05,0,0.96,5.22,63,12.06897,1,0,1
910,13,3.07,0,0.82,4.89,145,29.65235,0,0,1
910,40,2.35,0,0.82,4.77,125,26.20545,0,0,1
1220,76,2.77,0,0.96774,5.22,13,2.490422,0,0,1
1250,86,2.32,0,1.01613,5.22,75,14.36782,0,0,1
870,28,2.07,0,0.74,4.77,116,24.31866,1,1,0
980,16,3.75,0,1.04167,4.89,33,6.748466,1,0,1
1090,42,3.07,0,0.87931,4.77,5,1.048218,0,0,1
1110,18,3.22,1,0.94737,5.91,10,1.692047,0,0,1
950,38,2.18,0,0.79245,5.84,300,51.36986,0,0,1
1050,16,1.68,0,0.69355,4.89,198,40.4908,1,0,1
820,15,2.53,0,0.70833,5.51,133,24.13793,1,0,1
1010,16,3.31,0,1.29545,0.1,3,30,1,0,1
1020,105,2,0,0.72881,7.21,327,45.35368,0,0,1
1180,40,1.95,0,0.73529,5.88,164,27.89116,0,0,1
1270,49,2.81,0,0.98438,5.88,8,1.360544,0,0,1
1200,43,2.53,0,0.93548,5.88,77,13.09524,1,0,1
890,75,2.65,0,0.81633,6.05,111,18.34711,0,0,1
1300,130,1.99,0,0.91176,6.98,57,8.166189,0,0,1
1160,41,1.97,0,0.9661,5.88,60,10.20408,0,0,1
1000,47,3.23,0,1.17391,5.88,189,32.14286,0,0,1
1170,68,2.33,0,0.91803,6.05,102,16.8595,0,0,1
1290,85,2.22,0,0.95455,6.98,58,8.309456,0,0,1
870,50,2.96,0,1.28947,5.88,111,18.87755,1,0,1
980,50,3.32,0,0.88462,5.88,75,12.7551,1,0,1
940,17,2.64,0,0.88,5.51,153,27.76769,1,0,1
1030,111,3.35,0,0.77586,6.98,49,7.020057,1,0,1
1130,41,2.82,0,0.71212,5.88,49,8.333333,0,0,1
1210,14,3.78,0,0.98361,5.51,19,3.448276,1,0,1
1250,17,3.29,0,0.66667,5.51,29,5.263158,0,0,1
1020,111,1.84,0,0.61905,6.98,142,20.34384,0,0,1
1080,98,2.26,0,1,6.98,166,23.78223,0,0,1
1080,121,2.86,0,0.89474,6.98,33,4.727794,1,0,1
1160,16,3.62,0,0.75758,5.51,95,17.24138,0,0,1
1110,59,3.22,0,0.91379,6.05,6,0.9917355,1,0,1
1100,14,2.5,0,0.80328,5.51,131,23.77495,0,0,1
1330,10,2.9,0,0.98507,5.51,52,9.437387,0,0,1
1040,16,1.5,0,0.73333,5.51,269,48.82033,0,0,1
920,19,2.84,0,0.91667,5.51,90,16.33394,0,0,1
1170,75,2.24,0,1.01724,6.05,209,34.54546,0,0,1
910,77,2.28,0,0.68519,6.05,109,18.01653,0,0,1
1040,44,3.45,0,0.76271,5.88,80,13.60544,0,0,1
1030,15,3.26,0,0.66129,5.51,262,47.54991,0,1,0
1060,13,2.69,0,0.82759,5.51,85,15.4265,0,0,1
810,116,2.79,0,0.88372,8.04,145,18.03483,0,0,1
980,98,2.48,0,0.96,6.98,94,13.46705,1,0,1
1000,115,1.79,0,0.81818,6.98,91,13.03725,1,0,1
1230,17,2.94,0,0.98387,5.51,88,15.97096,0,0,1
1060,79,2.46,0,0.89286,6.05,68,11.23967,1,0,1
1270,70,1.97,0,0.73973,6.05,97,16.03306,0,0,1
1080,39,1.35,0,0.96364,6.05,253,41.81818,0,0,1
930,48,1.83,0,0.75472,5.88,215,36.56462,0,0,1
